               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 199,            0.015197,           0.0020453,          0.00071644,             0.97657,             0.98311,             0.98997,             0.76661,            0.017666,           0.0011385,          0.00053688,          0.00068264,          0.00068264,          0.00068264
                 200,            0.014861,           0.0019671,          0.00055552,             0.97947,             0.98335,             0.98983,             0.75317,            0.018598,           0.0011408,          0.00052674,          0.00067599,          0.00067599,          0.00067599
                 201,             0.01542,           0.0019953,          0.00066896,             0.98011,             0.98247,             0.98973,             0.75816,             0.01833,           0.0011432,          0.00052623,          0.00066933,          0.00066933,          0.00066933
                 202,            0.015181,           0.0021136,          0.00072902,             0.98075,             0.98157,             0.98983,             0.75923,            0.018201,           0.0011138,          0.00053138,          0.00066268,          0.00066268,          0.00066268
                 203,            0.014658,           0.0020362,          0.00063297,             0.98022,             0.98124,             0.99038,             0.74833,            0.018753,           0.0011154,          0.00055242,          0.00065603,          0.00065603,          0.00065603
                 204,            0.013712,            0.001919,          0.00048766,             0.97993,             0.98201,              0.9902,             0.75656,            0.017483,           0.0011103,          0.00055168,          0.00064937,          0.00064937,          0.00064937
                 205,            0.014221,           0.0019075,          0.00061073,             0.97931,             0.98185,             0.99052,             0.76244,            0.017368,           0.0011226,          0.00055416,          0.00064272,          0.00064272,          0.00064272
                 206,            0.014394,           0.0020573,           0.0005778,             0.97924,             0.98162,             0.99017,             0.75171,            0.017989,           0.0011295,          0.00057098,          0.00063607,          0.00063607,          0.00063607
                 207,            0.014294,            0.001901,          0.00059199,             0.98017,             0.98088,             0.99025,             0.76132,            0.017848,            0.001096,          0.00056916,          0.00062941,          0.00062941,          0.00062941
                 208,            0.014294,           0.0019897,          0.00049837,             0.98075,             0.98009,             0.99086,              0.7549,            0.018115,           0.0010944,          0.00057929,          0.00062276,          0.00062276,          0.00062276
                 209,            0.013797,           0.0019626,          0.00048015,              0.9775,             0.98157,             0.99109,             0.77681,            0.017669,           0.0010796,          0.00056874,          0.00061611,          0.00061611,          0.00061611
                 210,            0.014029,           0.0018884,          0.00053738,             0.98507,             0.98209,             0.99155,             0.75263,             0.01852,           0.0010896,          0.00055393,          0.00060945,          0.00060945,          0.00060945
                 211,            0.013962,           0.0018593,           0.0005141,             0.98561,             0.98252,             0.99141,             0.76641,            0.017462,           0.0010904,             0.00054,           0.0006028,           0.0006028,           0.0006028
                 212,            0.014096,           0.0018648,          0.00053138,             0.98626,             0.98234,             0.99139,             0.75703,            0.018105,           0.0011116,          0.00054623,          0.00059615,          0.00059615,          0.00059615
                 213,            0.015198,            0.002086,          0.00065793,             0.98098,             0.98032,             0.99077,             0.74851,            0.018392,            0.001127,          0.00053403,          0.00058949,          0.00058949,          0.00058949
                 214,            0.013871,           0.0018491,          0.00048703,             0.98697,             0.97971,             0.99149,             0.76433,            0.017238,           0.0011318,          0.00053229,          0.00058284,          0.00058284,          0.00058284
                 215,            0.013764,           0.0019263,          0.00048657,             0.98615,             0.98096,             0.99139,             0.75795,            0.017554,            0.001123,          0.00052355,          0.00057619,          0.00057619,          0.00057619
                 216,            0.014149,           0.0018489,          0.00066399,             0.98623,             0.98132,             0.99124,             0.75564,            0.017911,           0.0011412,          0.00052406,          0.00056953,          0.00056953,          0.00056953
                 217,            0.014441,           0.0019278,            0.000589,             0.98002,             0.98029,              0.9907,             0.76408,            0.017365,           0.0011283,          0.00050853,          0.00056288,          0.00056288,          0.00056288
                 218,            0.014295,           0.0020058,          0.00056674,             0.98613,             0.97947,             0.99161,             0.75307,            0.017818,           0.0011243,          0.00051023,          0.00055623,          0.00055623,          0.00055623
                 219,            0.013886,            0.001954,          0.00054401,             0.98608,             0.97969,             0.99188,             0.74373,            0.018506,           0.0010902,          0.00051844,          0.00054957,          0.00054957,          0.00054957
                 220,            0.013781,           0.0018923,          0.00048489,             0.98532,             0.98098,             0.99194,             0.76389,            0.017362,           0.0010817,          0.00052269,          0.00054292,          0.00054292,          0.00054292
                 221,            0.013897,           0.0018322,          0.00072621,             0.98501,             0.98152,             0.99175,             0.75435,            0.018205,           0.0011017,          0.00052566,          0.00053627,          0.00053627,          0.00053627
                 222,            0.014227,           0.0019781,          0.00052012,             0.98625,              0.9813,             0.99159,             0.75228,            0.018285,           0.0011004,          0.00052663,          0.00052961,          0.00052961,          0.00052961
                 223,            0.013243,           0.0018545,          0.00043269,             0.98052,             0.98155,               0.991,             0.76353,            0.017405,           0.0010838,          0.00052883,          0.00052296,          0.00052296,          0.00052296
                 224,            0.014189,           0.0019422,          0.00053705,             0.98596,              0.9821,             0.99165,               0.755,            0.017835,           0.0010646,          0.00052132,          0.00051631,          0.00051631,          0.00051631
                 225,             0.01315,           0.0019141,          0.00044778,             0.98559,             0.98204,              0.9916,             0.75332,            0.017785,           0.0010421,          0.00053154,          0.00050965,          0.00050965,          0.00050965
                 226,            0.013467,           0.0018907,          0.00043262,             0.98619,             0.98212,             0.99172,             0.75633,            0.018066,            0.001039,          0.00052312,            0.000503,            0.000503,            0.000503
                 227,             0.01462,           0.0018249,          0.00056505,             0.98505,             0.98317,             0.99167,             0.75193,            0.018044,           0.0010731,          0.00053321,          0.00049635,          0.00049635,          0.00049635
                 228,            0.014588,           0.0020263,          0.00056158,             0.98446,             0.98407,             0.99156,             0.74749,            0.018232,           0.0010761,          0.00055082,          0.00048969,          0.00048969,          0.00048969
                 229,             0.01379,           0.0019641,          0.00052933,             0.98562,             0.98316,             0.99151,             0.75528,            0.017821,           0.0010793,          0.00053546,          0.00048304,          0.00048304,          0.00048304
                 230,            0.013849,           0.0019513,          0.00051248,             0.98611,             0.98232,             0.99167,             0.75905,            0.017819,           0.0010671,          0.00053359,          0.00047639,          0.00047639,          0.00047639
                 231,            0.013438,           0.0018538,          0.00048853,             0.98584,             0.98156,             0.99141,               0.754,             0.01783,           0.0010829,          0.00054929,          0.00046973,          0.00046973,          0.00046973
                 232,            0.013488,           0.0019655,          0.00045523,             0.98545,             0.98195,             0.99134,             0.76447,            0.017443,           0.0010941,          0.00056274,          0.00046308,          0.00046308,          0.00046308
                 233,             0.01289,           0.0017884,          0.00044296,             0.98521,             0.98203,             0.99111,             0.75544,            0.017747,           0.0010992,          0.00055791,          0.00045643,          0.00045643,          0.00045643
                 234,             0.01393,           0.0018801,          0.00060902,              0.9856,             0.98264,              0.9911,             0.75489,            0.017723,           0.0010967,          0.00054303,          0.00044977,          0.00044977,          0.00044977
                 235,            0.013561,           0.0018152,          0.00053098,             0.98616,             0.98304,             0.99123,             0.75036,            0.017823,           0.0010859,          0.00051607,          0.00044312,          0.00044312,          0.00044312
                 236,            0.013263,           0.0018858,          0.00044207,              0.9863,             0.98225,             0.99128,             0.75465,            0.017978,           0.0010805,          0.00049814,          0.00043647,          0.00043647,          0.00043647
                 237,            0.013536,           0.0019147,          0.00055637,             0.98682,             0.98166,             0.99137,             0.76361,            0.017867,           0.0010595,          0.00049699,          0.00042981,          0.00042981,          0.00042981
                 238,             0.01333,           0.0019123,          0.00043504,             0.98686,             0.98196,             0.99151,             0.75084,            0.017642,           0.0010583,          0.00049145,          0.00042316,          0.00042316,          0.00042316
                 239,            0.013522,            0.001886,           0.0004366,             0.98659,             0.98249,             0.99166,             0.77335,            0.016675,           0.0010493,          0.00047542,          0.00041651,          0.00041651,          0.00041651
                 240,            0.013784,           0.0018976,           0.0004798,             0.98599,              0.9822,             0.99173,              0.7555,            0.017955,           0.0010643,          0.00049278,          0.00040985,          0.00040985,          0.00040985
                 241,             0.01362,            0.001892,           0.0005349,             0.98589,             0.98167,             0.99153,              0.7645,             0.01793,           0.0010778,          0.00050547,           0.0004032,           0.0004032,           0.0004032
                 242,            0.013214,           0.0018707,          0.00043701,             0.98652,             0.98117,              0.9913,             0.75722,             0.01808,            0.001063,          0.00051629,          0.00039655,          0.00039655,          0.00039655
                 243,             0.01348,           0.0017642,          0.00058611,             0.98724,             0.98093,             0.99123,             0.75695,            0.017853,           0.0010617,          0.00052228,          0.00038989,          0.00038989,          0.00038989
                 244,            0.013988,           0.0019639,          0.00061415,             0.98756,             0.98051,             0.99123,             0.75565,            0.017509,           0.0010539,          0.00052823,          0.00038324,          0.00038324,          0.00038324
                 245,            0.014112,           0.0019625,          0.00052495,             0.98613,              0.9805,             0.99118,             0.75805,             0.01745,            0.001043,          0.00053732,          0.00037659,          0.00037659,          0.00037659
                 246,            0.013842,           0.0019291,          0.00057138,             0.98585,             0.98153,             0.99115,             0.75473,            0.018232,            0.001051,          0.00051684,          0.00036993,          0.00036993,          0.00036993
                 247,             0.01253,           0.0017368,          0.00039281,              0.9862,             0.98228,             0.99126,             0.76421,            0.017859,           0.0010466,          0.00050458,          0.00036328,          0.00036328,          0.00036328
                 248,            0.013141,           0.0017896,          0.00047485,             0.98534,             0.98169,             0.99132,             0.76487,             0.01749,           0.0010519,          0.00050606,          0.00035663,          0.00035663,          0.00035663
                 249,            0.013146,           0.0018505,          0.00055207,             0.98523,             0.98133,             0.99139,             0.77211,             0.01768,           0.0010611,           0.0005036,          0.00034997,          0.00034997,          0.00034997
                 250,            0.013813,           0.0020066,          0.00063212,             0.98534,             0.98143,             0.99137,             0.76137,            0.017787,           0.0010704,          0.00051264,          0.00034332,          0.00034332,          0.00034332
                 251,             0.01329,           0.0018356,          0.00046782,             0.98581,             0.98169,             0.99147,             0.76518,            0.017707,           0.0010621,          0.00051349,          0.00033667,          0.00033667,          0.00033667
                 252,            0.013389,           0.0020343,          0.00050188,              0.9804,             0.98197,             0.99077,             0.75488,            0.018214,           0.0010679,          0.00051449,          0.00033001,          0.00033001,          0.00033001
                 253,            0.012726,           0.0019753,           0.0004662,             0.98691,              0.9818,             0.99141,             0.76043,            0.017945,           0.0010631,          0.00049834,          0.00032336,          0.00032336,          0.00032336
                 254,            0.013237,           0.0018358,          0.00050985,             0.98043,              0.9811,             0.99089,             0.75331,             0.01825,           0.0010685,          0.00047777,          0.00031671,          0.00031671,          0.00031671
                 255,            0.012909,           0.0018963,          0.00051596,             0.98721,             0.98078,             0.99154,              0.7629,            0.017915,           0.0010487,          0.00046495,          0.00031005,          0.00031005,          0.00031005
                 256,            0.012755,           0.0019737,          0.00049199,             0.98694,             0.98057,             0.99152,             0.76138,            0.018081,           0.0010555,          0.00045453,           0.0003034,           0.0003034,           0.0003034
                 257,            0.013387,           0.0018418,          0.00047221,             0.98679,             0.98052,              0.9915,             0.75826,            0.017883,           0.0010458,          0.00046693,          0.00029675,          0.00029675,          0.00029675
                 258,            0.013246,           0.0018947,          0.00040267,             0.98677,             0.98081,             0.99161,             0.75465,            0.018138,           0.0010516,          0.00047226,          0.00029009,          0.00029009,          0.00029009
                 259,            0.012951,           0.0017581,          0.00055718,             0.98602,             0.97886,             0.99135,             0.75863,             0.01782,            0.001048,          0.00047372,          0.00028344,          0.00028344,          0.00028344
                 260,            0.013446,           0.0020105,          0.00048966,             0.98604,             0.97895,             0.99131,             0.74506,            0.018634,           0.0010598,          0.00046928,          0.00027679,          0.00027679,          0.00027679
                 261,            0.013129,           0.0018858,          0.00047785,             0.98596,             0.97898,             0.99129,             0.74923,              0.0184,           0.0010388,          0.00046479,          0.00027013,          0.00027013,          0.00027013
                 262,            0.013493,           0.0018557,          0.00045867,              0.9857,             0.97983,             0.99124,             0.75163,            0.017688,           0.0010407,           0.0004603,          0.00026348,          0.00026348,          0.00026348
                 263,            0.013148,           0.0019335,          0.00057272,               0.981,             0.98249,             0.99093,             0.75566,            0.018042,           0.0010621,          0.00045534,          0.00025683,          0.00025683,          0.00025683
                 264,            0.012785,           0.0018394,          0.00041872,             0.98115,             0.98208,             0.99102,             0.75586,            0.017677,           0.0010769,          0.00045197,          0.00025017,          0.00025017,          0.00025017
                 265,            0.012964,           0.0017989,           0.0004085,             0.98047,             0.98165,             0.99113,             0.75799,            0.017677,           0.0010587,          0.00043933,          0.00024352,          0.00024352,          0.00024352
                 266,            0.013418,           0.0018108,          0.00043381,             0.97887,             0.97832,             0.99111,             0.75644,            0.018076,           0.0010496,          0.00044591,          0.00023687,          0.00023687,          0.00023687
                 267,            0.013074,           0.0019005,          0.00049241,             0.97958,             0.98233,             0.99115,             0.75506,            0.017773,           0.0010466,          0.00045266,          0.00023021,          0.00023021,          0.00023021
                 268,            0.013844,            0.001994,          0.00058603,             0.97793,             0.97907,             0.99083,             0.75545,            0.017882,           0.0010461,          0.00045294,          0.00022356,          0.00022356,          0.00022356
                 269,            0.012654,           0.0017649,          0.00042562,             0.97844,             0.97906,             0.99128,              0.7575,            0.017698,           0.0010635,          0.00043726,          0.00021691,          0.00021691,          0.00021691
                 270,            0.012518,           0.0017856,          0.00041243,             0.98676,             0.98228,             0.99203,             0.75433,            0.017735,           0.0010538,          0.00044221,          0.00021025,          0.00021025,          0.00021025
                 271,            0.012568,           0.0017185,          0.00041147,             0.98093,              0.9825,             0.99131,             0.75873,            0.017885,           0.0010456,          0.00044717,           0.0002036,           0.0002036,           0.0002036
                 272,            0.012388,           0.0018351,            0.000347,              0.9854,             0.97984,             0.99201,             0.75396,            0.018352,           0.0010599,          0.00044184,          0.00019695,          0.00019695,          0.00019695
                 273,            0.013041,           0.0017295,          0.00048921,             0.98546,             0.97987,             0.99161,             0.75142,            0.018389,           0.0010719,          0.00044769,          0.00019029,          0.00019029,          0.00019029
                 274,            0.013116,           0.0018877,          0.00050963,             0.97944,             0.97955,             0.99068,             0.75118,            0.018301,           0.0010739,          0.00044374,          0.00018364,          0.00018364,          0.00018364
                 275,            0.013457,           0.0018932,          0.00045045,             0.97956,             0.97904,             0.99056,             0.75732,            0.017717,           0.0010679,          0.00044462,          0.00017699,          0.00017699,          0.00017699
                 276,            0.012098,            0.001741,          0.00040616,             0.98004,              0.9787,             0.99087,             0.75471,             0.01783,           0.0010575,          0.00044078,          0.00017033,          0.00017033,          0.00017033
                 277,            0.012807,            0.001927,           0.0004635,             0.98148,              0.9808,             0.99066,             0.75829,            0.017983,           0.0010365,          0.00045191,          0.00016368,          0.00016368,          0.00016368
                 278,            0.013373,           0.0020268,          0.00048371,             0.98166,             0.98073,             0.99063,             0.75963,            0.018117,           0.0010264,          0.00045762,          0.00015703,          0.00015703,          0.00015703
                 279,            0.012916,           0.0018841,          0.00049833,             0.98178,             0.98082,             0.99068,             0.75056,            0.018199,           0.0010449,          0.00044802,          0.00015037,          0.00015037,          0.00015037
                 280,            0.012546,           0.0018352,          0.00037816,             0.98141,             0.98048,             0.99077,              0.7624,            0.017743,            0.001054,          0.00044222,          0.00014372,          0.00014372,          0.00014372
                 281,            0.012449,           0.0017812,          0.00040056,             0.98111,             0.98064,             0.99084,             0.75336,            0.018029,           0.0010608,          0.00043613,          0.00013707,          0.00013707,          0.00013707
                 282,            0.013324,           0.0019645,          0.00051965,             0.98121,             0.98097,             0.99082,             0.74886,            0.018321,           0.0010558,          0.00044193,          0.00013041,          0.00013041,          0.00013041
                 283,            0.012498,           0.0018175,          0.00043711,             0.98172,             0.98146,             0.99097,             0.74972,            0.017902,           0.0010269,          0.00042938,          0.00012376,          0.00012376,          0.00012376
                 284,            0.012448,             0.00174,          0.00044572,             0.97999,             0.97839,             0.99091,             0.75483,            0.017868,            0.001026,          0.00043544,          0.00011711,          0.00011711,          0.00011711
                 285,            0.012901,           0.0018735,          0.00043889,             0.98128,             0.98067,             0.99068,              0.7654,            0.017716,           0.0010374,          0.00044958,          0.00011045,          0.00011045,          0.00011045
                 286,            0.013248,           0.0018531,          0.00052039,             0.98141,             0.98144,             0.99066,             0.75331,            0.017928,           0.0010346,          0.00044333,           0.0001038,           0.0001038,           0.0001038
                 287,            0.013047,           0.0018749,          0.00052718,             0.98132,             0.98181,             0.99046,             0.75662,            0.018132,           0.0010359,          0.00043322,          9.7147e-05,          9.7147e-05,          9.7147e-05
                 288,            0.012746,           0.0018583,          0.00047615,             0.98005,             0.97867,             0.99035,             0.76133,            0.017763,           0.0010478,           0.0004341,          9.0493e-05,          9.0493e-05,          9.0493e-05
                 289,            0.011737,           0.0017225,          0.00035597,             0.98025,             0.97869,             0.99018,              0.7531,            0.018342,           0.0010545,          0.00044343,           8.384e-05,           8.384e-05,           8.384e-05
                 290,            0.011983,           0.0016563,          0.00042186,             0.98056,             0.97887,             0.99019,             0.75539,               0.018,           0.0010546,           0.0004472,          7.7187e-05,          7.7187e-05,          7.7187e-05
                 291,            0.012837,           0.0018464,          0.00044196,             0.98058,             0.97892,             0.99018,             0.74797,            0.018124,            0.001051,           0.0004389,          7.0533e-05,          7.0533e-05,          7.0533e-05
                 292,            0.012496,           0.0018871,          0.00042205,             0.98191,             0.98169,              0.9903,              0.7516,            0.018119,           0.0010428,          0.00044268,           6.388e-05,           6.388e-05,           6.388e-05
                 293,            0.012515,           0.0018699,          0.00049218,             0.98181,             0.98185,             0.99033,             0.75938,            0.017821,            0.001043,          0.00043703,          5.7227e-05,          5.7227e-05,          5.7227e-05
                 294,            0.013009,           0.0018485,          0.00056808,             0.98017,             0.97854,             0.99015,              0.7594,              0.0178,           0.0010419,          0.00043584,          5.0573e-05,          5.0573e-05,          5.0573e-05
                 295,            0.012504,           0.0018118,          0.00049923,             0.98016,             0.97854,             0.99054,             0.75398,            0.018134,           0.0010307,          0.00045159,           4.392e-05,           4.392e-05,           4.392e-05
                 296,            0.012384,           0.0018362,          0.00043959,             0.98164,             0.98159,             0.99057,             0.75068,            0.018046,           0.0010322,          0.00045366,          3.7267e-05,          3.7267e-05,          3.7267e-05
                 297,            0.012865,           0.0018215,          0.00040051,             0.98032,             0.97905,             0.99057,             0.75363,            0.017843,             0.00103,          0.00043879,          3.0613e-05,          3.0613e-05,          3.0613e-05
                 298,            0.011996,           0.0018434,          0.00036099,             0.98148,             0.98181,             0.99071,             0.75746,            0.017738,            0.001028,          0.00043495,           2.396e-05,           2.396e-05,           2.396e-05
                 299,            0.012953,           0.0019651,          0.00048809,              0.9816,             0.98113,             0.99068,              0.7614,            0.017683,           0.0010352,          0.00043746,          1.7307e-05,          1.7307e-05,          1.7307e-05
